expression,reading,meaning,tags,guid
空間,くうかん,공간,JLPT_1 JLPT,"FOY$+>M@U,"
空腹,くうふく,공복,JLPT_1 JLPT,"o,>8F>0y;H"
区画,くかく,구획,JLPT_1 JLPT,hbtu==:uia
区間,くかん,구간,JLPT_1 JLPT,tS6N_tjG&R
茎,くき,나무줄기,JLPT_1 JLPT,O5c;9[C7}%
区切り,くぎり,매듭,JLPT_1 JLPT,zqK^J|1vVI
くぐる,くぐる,"빠져나가다, 아래를 통과하다",JLPT_1 JLPT,"bMchGH<.,G"
くじ (～をひく),くじ (～をひく),"제비, 추첨",JLPT_1 JLPT,ziu-}:42)#
くじびき,くじびき,"제비뽑기, 추첨",JLPT_1 JLPT,t-q[>)aB/{
くすぐったい,くすぐったい,간지럽다,JLPT_1 JLPT,P[CLwgoK#I
愚痴,ぐち,넋두리,JLPT_1 JLPT,C&*!h9}5ae
口吟む,くちずさむ,흥얼거리다,JLPT_1 JLPT,v#IdlQfu^;
嘴,くちばし,부리,JLPT_1 JLPT,q5`l.teeRT
朽ちる,くちる,삭다,JLPT_1 JLPT,y1>SUYnb]m
覆す,くつがえす,무너뜨리다,JLPT_1 JLPT,zp<0lkXp[6
くっきり,くっきり,"또렷이, 뚜렷이",JLPT_1 JLPT,A%/]?I_gyZ
屈折,くっせつ,굴절,JLPT_1 JLPT,0E4`Ur@Ig
ぐっと,ぐっと,훨씬; 힘껏; 꾹,JLPT_1 JLPT,G/n$rvRj#F
首飾り,くびかざり,목걸이,JLPT_1 JLPT,"qFdJV,o7Z~"
首輪,くびわ,목줄,JLPT_1 JLPT,"r$gf,6IuJ/"
組み込む,くみこむ,"짜 넣다, 편입시키다",JLPT_1 JLPT,N5}[0JLW]q
組み合わせる,くみあわせる,조합하다,JLPT_1 JLPT,qDs6:%T/3U
蔵,くら,곳간,JLPT_1 JLPT,C=*)4H{doV
グレー,グレー,잿빛,JLPT_1 JLPT,k$7)oghP*m
クレーン,クレーン,기중기,JLPT_1 JLPT,C(o|20rT;/
玄人,くろうと,"전문가, 전문직",JLPT_1 JLPT,N5@#f;qR7F
黒字,くろじ,흑자,JLPT_1 JLPT,cw<1Zd}#`P
軍艦,ぐんかん,군함,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"j|9,<bl,`k"
軍事,ぐんじ,군사,JLPT_1 JLPT,O/|8of/=vE
君主,くんしゅ,군주,JLPT_1 JLPT,stPJuiua;x
群集,ぐんしゅう,군집,JLPT_1 JLPT,p4G>}yfC)@
群衆,ぐんしゅう,군중,JLPT_1 JLPT,m)#YkIUhBb
軍備,ぐんび,군비,JLPT_1 JLPT,Q<54bk-ZNv
軍服,ぐんぷく,군복,JLPT_1 JLPT,puGrsq&TAP
芸,げい,재주,JLPT_1 JLPT,zzMBfZ=xQL
経過,けいか,경과,JLPT_1 JLPT,ok7SBPZ~(w
軽快,けいかい,경쾌함,JLPT_1 JLPT,H^eby;)zOc
警戒,けいかい,경계,JLPT_1 JLPT,IlUsDbGTyB
敬具,けいぐ,경구,Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese,B!lza1p.0?
軽減,けいげん,경감,JLPT_1 JLPT,IbWZR<kR]W
掲載,けいさい,게재,JLPT_1 JLPT,bq$YateC|k
傾斜,けいしゃ,경사,JLPT_1 JLPT,D&m-*([U$6
形成,けいせい,형성,JLPT_1 JLPT,"Q,O|6gZ,S_"
形勢,けいせい,판세,JLPT_1 JLPT,tT1?SPXi1I
軽率,けいそつ,경솔,JLPT_1 JLPT,mC$8ZBGBhL
刑罰,けいばつ,형벌,JLPT_1 JLPT,h!JCwBz@T7
経費,けいひ,경비,JLPT_1 JLPT,dA8rO;1&st
警部,けいぶ,(경찰 계급) 게부 (한국의 경위에 상당함),JLPT_1 JLPT,f~U_eCQcuj
転換,てんかん,전환,JLPT_1 JLPT,wq`yxTWAU4
転居,てんきょ,이사,JLPT_1 JLPT,fpa)5#xLl3
転勤,てんきん,전근,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,Cj#Grcg7-k
点検,てんけん,점검,JLPT_1 JLPT,nhsX!aB>^s
電源,でんげん,전원,JLPT_1 JLPT,"O,Y?B?G0AC"
天国,てんごく,하늘나라,JLPT_1 JLPT,y;7l~-6:U2
天才,てんさい,천재,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,M=qf#].n@K
天災,てんさい,천재,JLPT_1 JLPT,AbgU8k(]Fr
展示,てんじ,전시,JLPT_1 JLPT,BX?]-7Vf!l
伝説,でんせつ,전설,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"Rdd+X!dSu,"
点線,てんせん,점선,JLPT_1 JLPT,"FYT!)Y,6rw"
転じる,てんじる,"바꾸다, 전환하다",JLPT_1 JLPT,gk5Nvk`;hi
転ずる,てんずる,"바뀌다, 전환하다",JLPT_1 JLPT,CI_As5:EDn
天体,てんたい,천체,JLPT_1 JLPT,jiDJT?nAAw
伝達,でんたつ,전달,JLPT_1 JLPT,Fu*Vb?uBII
天地,てんち,천지,JLPT_1 JLPT,c+f-ty}$d!
てんで,てんで,아예,JLPT_1 JLPT,iKsMS;CA<|
転任,てんにん,전임,JLPT_1 JLPT,rZvBTuhiHO
展望,てんぼう,전망,JLPT_1 JLPT,q|(m+;cCHK
伝来,でんらい,전래,JLPT_1 JLPT,"fDUHN*l8c,"
転落,てんらく,전락,JLPT_1 JLPT,Et(iYLp%EH
問い合わせる,といあわせる,문의하다,JLPT_1 JLPT,uvJB[75Tk}
当～,とう～,어간의 하나,JLPT_1 JLPT,Mu?thgozeE
胴,どう,동체,JLPT_1 JLPT,hDa8pFJqm0
同意,どうい,동의,JLPT_1 JLPT,j3r]HMmU>:
動員,どういん,동원,JLPT_1 JLPT,k#:gdO(AW5
同感,どうかん,동감,JLPT_1 JLPT,Bc/Cv&bn2c
陶器,とうき,옹기,JLPT_1 JLPT,E}elXp_wGW
討議,とうぎ,토의,JLPT_1 JLPT,BjpsxE0AcR
動機,どうき,동기,JLPT_1 JLPT,PXaG&3fRlH
等級,とうきゅう,"단, 등급",JLPT_1 JLPT,vFpm6[P%2G
同級,どうきゅう,동급,JLPT_1 JLPT,eqQ2)5CzED
同居,どうきょ,동거,JLPT_1 JLPT,QKzH>2eq3/
登校,とうこう,등교,JLPT_1 JLPT,B([>~_d]8F
統合,とうごう,통합,JLPT_1 JLPT,ji0.^JH`^U
動向,どうこう,동향,JLPT_1 JLPT,o.}lBa5|<`
投資,とうし,투자,JLPT_1 JLPT,cy=[{o&!H$
同情,どうじょう,동정,JLPT_1 JLPT,"Mbh,O)Kv:"
道場,どうじょう,도장,JLPT_1 JLPT,OojlS!TK3i
統制,とうせい,통제,JLPT_1 JLPT,K:r_8O#Kk`
当選,とうせん,당선,JLPT_1 JLPT,m]O74#<tB:
逃走,とうそう,도주,JLPT_1 JLPT,lS-lTa3)4.
統率,とうそつ,통솔,JLPT_1 JLPT,xpLjH)jf2X
到達,とうたつ,도달,JLPT_1 JLPT,H#Flm1MG6>
統治,とうち,통치,JLPT_1 JLPT,F]R4doym8Q
仕切る,しきる,칸막이하다; 주관하다,JLPT_1 JLPT,G!$&r|A6Tu
資金,しきん,자금,JLPT_1 JLPT,l}_f:.$:^S
軸,じく,"축, 기축",JLPT_1 JLPT,h+9$DC_v-#
しくじる,しくじる,"실패하다, 실수하다",JLPT_1 JLPT,N22-lR<CJ#
仕組,しくみ,"구조, 장치",JLPT_1 JLPT,zu6.9a/_f(
死刑,しけい,사형,JLPT_1 JLPT,d38&><SCHm
湿気る,しける,눅눅해지다,JLPT_1 JLPT,"j<,^YWvyDj"
施行,しこう,시행,JLPT_1 JLPT,MC~*r371(H
思考,しこう,생각,JLPT_1 JLPT,G|{{/)+LPZ
志向,しこう,지향,JLPT_1 JLPT,O4`+5c5yv}
嗜好,しこう,취향,JLPT_1 JLPT,z6!>1ULyhO
事項,じこう,사항,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,p8bdtFtVNT
時刻表,じこくひょう,시간표,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,Fqowxp!1`}
地獄,じごく,지옥,JLPT_1 JLPT,Dm&QxHR(%1
時差,じさ,시차,JLPT_1 JLPT,AEdcWK:0]/
自在,じざい,"자유자재, 마음대로",JLPT_1 JLPT,sqc[jw93Mn
視察,しさつ,시찰,JLPT_1 JLPT,"B,vh!;ocAA"
資産,しさん,자산,JLPT_1 JLPT,MI@T>IcVHN
支持,しじ,지지,JLPT_1 JLPT,oo0YtJF4ck
自主,じしゅ,자주,JLPT_1 JLPT,ARYI~qJT^l
自首,じしゅ,자수,JLPT_1 JLPT,qvNf_+tfMc
刺繍,ししゅう,수,JLPT_1 JLPT,w_uSABGrgB
市場,しじょう,시장,JLPT_1 JLPT,PAheY`kK%!
辞職,じしょく,"하직, 사직",JLPT_1 JLPT,pwRmK+}S5n
雫,しずく,방울,JLPT_1 JLPT,q+DG7K-9zr
システム,システム,시스템,JLPT_1 JLPT,QzGyU%s_=+
沈める,しずめる,가라앉히다,JLPT_1 JLPT,k#([X{>3G.
施設,しせつ,시설,JLPT_1 JLPT,NLo.Oj~LZQ
事前,じぜん,사전,JLPT_1 JLPT,"B`.[5%YoP,"
子息,しそく,자식,JLPT_1 JLPT,FTUd?vlNr&
持続,じぞく,지속,JLPT_1 JLPT,z!R.0v{_I+
自尊心,じそんしん,자존심,JLPT_1 JLPT,"db,ehs16g5"
慕う,したう,흠모하다,JLPT_1 JLPT,Kg^oT02U+h
下心,したごころ,속셈,JLPT_1 JLPT,yNAARsc60)
下地,したじ,밑바탕,JLPT_1 JLPT,C0{8:(@F]r
親しむ,したしむ,가까이하다,JLPT_1 JLPT,]t:px`?.Z
下調べ,したしらべ,예비 조사,JLPT_1 JLPT,DxMjJ:J?n9
愛想,あいそう,붙임성,JLPT JLPT_1,D5/lX+C:0I
間柄,あいだがら,사이,JLPT JLPT_1,r){:>bdZ&g
合間,あいま,사이사이,JLPT JLPT_1,"JUK537Y{:,"
敢えて,あえて,감히,JLPT JLPT_1,s1!E#AVJt2
仰ぐ,あおぐ,"우러러보다, 우러르다",JLPT JLPT_1,jM1|yl:^{3
垢,あか,때,JLPT JLPT_1,DBMz)Db=eM
赤字,あかじ,적자,JLPT JLPT_1,HI03WP|@HB
明かす,あかす,밝히다,JLPT JLPT_1,KwYk}cvf;4
赤らむ,あからむ,뻘게지다,JLPT JLPT_1,j<sn*Q2&fX
上がり,あがり,퇴물,JLPT JLPT_1,P4)VsPElC3
諦め,あきらめ,체념,JLPT JLPT_1,t[6Mba+ksr
アクセル,アクセル,액셀,JLPT JLPT_1,Ne4X+cGeo>
あくどい,あくどい,악독하다,JLPT JLPT_1,lc&@RDrWR_
顎,あご,하관,JLPT JLPT_1,Ptm5MS8ifU
憧れ,あこがれ,"동경, 동경심",Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_1,xBeDF#=-sz
麻,あさ,"삼, 대마",JLPT JLPT_1,w(rcEk/VmK
あざ,あざ,"(피부에 있는) '반점, 멍'",JLPT JLPT_1,d*;1c9:{uT
浅ましい,あさましい,"비열하다, 한심하다",JLPT JLPT_1,s)pIL-ZA22
欺く,あざむく,속이다,JLPT JLPT_1,A$ma^<[.oV
鮮やか,あざやか,"선명하다, 훌륭하다",JLPT JLPT_1,NLW7^$tsZW
嘲笑う,あざわらう,비웃다,JLPT JLPT_1,JUQ*e7*7@1
悪しからず,あしからず,나쁘게 생각하지 마시길,JLPT JLPT_1,mzY7to>XD=
味わい,あじわい,감칠맛,JLPT JLPT_1,AnF0/M>eGJ
焦る,あせる,안달하다,JLPT JLPT_1,CQ6a[yufGz
あせる (こえが～),あせる (こえが～),"빛이 바래다, 변색되다",JLPT JLPT_1,z&GHas=YL$
値,あたい,값,JLPT JLPT_1,npzK5/Lv`K
値する,あたいする,값하다,JLPT JLPT_1,ft<yLz[qaG
悪化,あっか,악화,JLPT JLPT_1,sbr2W2n7MW
扱い,あつかい,취급,JLPT JLPT_1,mENSd|EXrx
呆気ない,あっけない,허망하다,JLPT JLPT_1,Ia5OpTaxp^
あっさり,あっさり,"담백하게; 간단히, 선선히",JLPT JLPT_1,oXkv96df2[
斡旋,あっせん,"알선, 중개",JLPT JLPT_1,e&lS=AStXV
圧倒,あっとう,압도,JLPT JLPT_1,K|Yu^{#OdF
圧迫,あっぱく,압박,JLPT JLPT_1,lV=]6c^zXy
あつらえる,あつらえる,주문 제작하다,JLPT JLPT_1,w5:fR-]SC?
圧力,あつりょく,압력,JLPT JLPT_1,MjVQW+>`YR
当て,あて,"기대, 목표; 의지",JLPT JLPT_1,jo;`0^*cS-
～宛,～あて,"...에 대해서(의 할당·평균), ...당, ...앞; 같은 분량으로 할당함: ...씩",JLPT JLPT_1,FnD29QA$}R
当て字,あてじ,"일본어, 외래어의 쓰기 방식으로, 한자의 본래 의미에 관계하지 않고, 한자의 음훈을 빌려서 맞추는 표기의 방법",JLPT JLPT_1,"Q]8,F~AaiU"
跡継ぎ,あとつぎ,"상속인, 후계자",JLPT JLPT_1,FOSj&QueO&
後回し,あとまわし,뒷전,JLPT JLPT_1,gtJh53r?xb
油絵,あぶらえ,유화,JLPT JLPT_1,D+4-`qnb~N
アプローチ,アプローチ,"접근, 어프로치(골프)",JLPT JLPT_1,jEr0e9w(yl
あべこべ,あべこべ,"거꾸로임, 반대임",JLPT JLPT_1,"H,+X<T.gD6"
甘える,あまえる,"응석부리다, 어리광부리다",JLPT JLPT_1,Ive+A5(inn
雨具,あまぐ,우비,JLPT JLPT_1,I?IUPpQj*?
甘口,あまくち,달콤한 맛,JLPT JLPT_1,RiEI$=-[gq
アマチュア,アマチュア,아마추어,JLPT JLPT_1,cX1.fT!T=M
網,あみ,"그물망, 망사",JLPT JLPT_1,H|d6ZL#<h!
操る,あやつる,조종하다,JLPT JLPT_1,NxyDR}@Pt9
危ぶむ,あやぶむ,"위태롭게 여기다, 염려하다",JLPT_1 JLPT,NLhG0QOC$/
あやふや,あやふや,"불확실한, 모호한, 애매한",JLPT_1 JLPT,LTY%:.1iV#
過ち,あやまち,허물,JLPT_1 JLPT,tiN`@Or{&y
誤る,あやまる,실수하다,JLPT_1 JLPT,y69Q^~B7be
歩み,あゆみ,"행보, 걸음",JLPT_1 JLPT,d|SHU+C9ln
歩む,あゆむ,걷다,JLPT_1 JLPT,wd7~%O7i%s
予め,あらかじめ,"미리, 미리미리",JLPT_1 JLPT,M^Q%nck}}~
荒らす,あらす,휩쓸다,JLPT_1 JLPT,F`n@R=:)nH
争い,あらそい,싸움,JLPT_1 JLPT,iM26j%{^}<
改まる,あらたまる,새로워지다; 격식을 차리다,JLPT_1 JLPT,POJ?~MwZC;
荒っぽい,あらっぽい,"거친, 무례한",JLPT_1 JLPT,"b<,B2X1W>,"
アラブ,アラブ,아랍,JLPT_1 JLPT,w?fz6N5_8f
霰,あられ,싸락눈,JLPT_1 JLPT,l3>xH[yiS~
有り様,ありさま,"형편, 상태",JLPT_1 JLPT,riAt}Dj+*6
ありのまま,ありのまま,있는대로,JLPT_1 JLPT,u#p2]kp|]n
ありふれる,ありふれる,"흔하다, 흔해 빠지다",JLPT_1 JLPT,L>m1Qj9_w`
アルカリ,アルカリ,알칼리,JLPT_1 JLPT,bjn}>(kN_4
アルミ,アルミ,알루미늄,JLPT_1 JLPT,hd2y8v&/eK
アワー,アワー,시간,JLPT_1 JLPT,mk~JH>ZLLt
合わす,あわす,"합치다, 맞추다",JLPT_1 JLPT,NbeP;-&Q9x
～合せ,～あわせ,"합쳐서, 도합",JLPT_1 JLPT,txB~izZs$4
アンコール,アンコール,앙코르,JLPT_1 JLPT,Nor`ur!?#f
暗殺,あんさつ,암살,JLPT_1 JLPT,k9nuX~0z?!
暗算,あんざん,속셈,JLPT_1 JLPT,iVkFrF?o$Q
暗示,あんじ,암시,JLPT_1 JLPT,v]TQH!b:3E
案じる,あんじる,"불안해하다, 숙고하다",JLPT_1 JLPT,A+tw-W2up/
安静,あんせい,안정,JLPT_1 JLPT,m~/57eSA#(
案の定,あんのじょう,아니나 다를까[다르랴],JLPT_1 JLPT,hA}d;?>d]S
いい加減,いいかげん,적당함; 무책임함,JLPT_1 JLPT,m&1q/@m2Fo
言い訳,いいわけ,변명,JLPT_1 JLPT,bHn3PYYDDh
イェス,イェス,네; 예수님,JLPT_1 JLPT,JNh+4Yr8ef
家出,いえで,출가,JLPT_1 JLPT,Q=S6%hckV-
生かす,いかす,살리다,JLPT_1 JLPT,I!~Ls+W17l
いかに,いかに,오죽이나,JLPT_1 JLPT,wc[[YL_8xy
いかにも,いかにも,사뭇,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,pGTXJh*xKy
異議,いぎ,이의,JLPT_1 JLPT,Ipl}wWGO>v
生き甲斐,いきがい,살맛,JLPT_1 JLPT,q|opo=i1Z%
行き違い,いきちがい,"오해, 의견 불일치",JLPT_1 JLPT,Kn3O$k3Ndh
意気込む,いきごむ,~에 열정적이다,JLPT_1 JLPT,"uCP,dS?ITJ"
育成,いくせい,육성,JLPT_1 JLPT,xgDyhh?MvF
幾多,いくた,"많은, 수많은",JLPT_1 JLPT,sVgAdcK5_K
"(花を〜) 生ける, 活ける",(はなを～) いける,꽃을 꽂다,JLPT JLPT_1 MediaMissing,"cEGS[d,K$s"
異見,いけん,이견,JLPT_1 JLPT,C`nnyFMEP*
意向,いこう,의향,JLPT_1 JLPT,c<RmCn8fq1
移行,いこう,이행,JLPT_1 JLPT,zCUU7WXKx4
いざ,いざ,자,JLPT_1 JLPT,i:/h1W-xdl
移住,いじゅう,이주,JLPT_1 JLPT,yfmy@>bgJz
衣装,いしょう,의상,JLPT_1 JLPT,JM:)/^6vfs
いじる,いじる,"만지다, 조작하다",JLPT_1 JLPT,9Nx^_^#j8
異性,いせい,이성,JLPT_1 JLPT,c(LysD`~z]
遺跡,いせき,유적,JLPT_1 JLPT,FHxuAULxsj
依存,いぞん,의존,JLPT_1 JLPT,vHQ}.~FHmp
委託,いたく,위탁,JLPT_1 JLPT,"JRy,(Dx:,n"
いたって,いたって,"매우, 지극히",JLPT_1 JLPT,%<{<.)4xj
出世,しゅっせ,출세,JLPT_1 JLPT,"E,W%,6&bwX"
出題,しゅつだい,출제,JLPT_1 JLPT,s9z]c<[6wR
出動,しゅつどう,출동,JLPT_1 JLPT,DVV5Q3:VIK
出費,しゅっぴ,지출,JLPT_1 JLPT,t(JNS{XhuZ
出品,しゅっぴん,출품,JLPT_1 JLPT,w}1f=TEQZ|
主導,しゅどう,주도,JLPT_1 JLPT,"d-6;%xC,V("
主任,しゅにん,주임,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,P`pi2j!/Zn
首脳,しゅのう,수뇌,JLPT_1 JLPT,mH>udydI<)
守備,しゅび,수비,JLPT_1 JLPT,QyYK8_+Gx6
手法,しゅほう,기법,JLPT_1 JLPT,fWl){e*%x`
樹木,じゅもく,나무,JLPT_1 JLPT,A6EcuVTEn~
樹立,じゅりつ,수립,JLPT_1 JLPT,<gHQ~x_IM
準急,じゅんきゅう,준급행,JLPT_1 JLPT,s!T{c]d?zv
準じる,じゅんじる,"준하다, 따르다",JLPT_1 JLPT,j=V@~uS;G4
～署,～しょ,서,JLPT_1 JLPT,A<!E3T_0vF
～症,～しょう,-증,JLPT_1 JLPT,y^!rJ~5v8t
～証,～しょう,-증,JLPT_1 JLPT,w[XPaJS[}z
～嬢,～じょう,-양,JLPT_1 JLPT,P&R@B~a4:4
上位,じょうい,상위,JLPT_1 JLPT,s<}P@-YNu`
上演,じょうえん,공연,JLPT_1 JLPT,Ih+PnzSX5U
城下,じょうか,성 아래 마을,JLPT_1 JLPT,FP&uiV(R^g
消去,しょうきょ,소거,JLPT_1 JLPT,KIr]^O720X
上空,じょうくう,상공,JLPT_1 JLPT,AT)AL!}Jds
衝撃,しょうげき,충격,JLPT_1 JLPT,rK5G)+e65!
証言,しょうげん,증언,JLPT_1 JLPT,s_3h<=-PI[
証拠,しょうこ,증거,JLPT_1 JLPT,H}OPDaDiwx
照合,しょうごう,대조,JLPT_1 JLPT,hlgHN62g|{
詳細,しょうさい,상세; 상세한,JLPT_1 JLPT,K:oLa1D.!N
上昇,じょうしょう,상승,JLPT_1 JLPT,sWkm1|AEBC
昇進,しょうしん,승진,JLPT_1 JLPT,d~xF3H=[az
称する,しょうする,부르다,JLPT_1 JLPT,tSb%>:%%!V
情勢,じょうせい,"형국, 형편",JLPT_1 JLPT,MJ1D.[x{)c
消息,しょうそく,소식,JLPT_1 JLPT,u6>otPY%%b
承諾,しょうだく,응낙,JLPT_1 JLPT,qBKI4V%6RZ
情緒,じょうちょ,정서,JLPT_1 JLPT,k3To8MWJIl
情緒,じょうしょ,정서,JLPT_1 JLPT,tX-.yH%tsu
象徴,しょうちょう,상징,JLPT_1 JLPT,Nr_Pr2R$>-
小児科,しょうにか,소아과,JLPT_1 JLPT,BV(PyO5`Xp
使用人,しようにん,고용인,JLPT_1 JLPT,LygcFyOci?
情熱,じょうねつ,"열정, 정열",JLPT_1 JLPT,I{iqV8B>VE
譲歩,じょうほ,양보,JLPT_1 JLPT,qTRRmo8`cg
条約,じょうやく,조약,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,mBj5_YKg@T
勝利,しょうり,승리,JLPT_1 JLPT,G@C3MHqMp~
上陸,じょうりく,상륙,JLPT_1 JLPT,P?*6mTt|Ou
蒸溜,じょうりゅう,증류,JLPT_1 JLPT,N0wHhg4iZ}
奨励,しょうれい,장려,JLPT_1 JLPT,m8|HwkmQWl
ショー,ショー,쇼,JLPT_1 JLPT,i~@270zDDg
除外,じょがい,제외,JLPT_1 JLPT,An-_sCcDl?
職員,しょくいん,직원,JLPT_1 JLPT,"c/)%MF,^yx"
植民地,しょくみんち,식민지,JLPT_1 JLPT,pqv+nRs.EA
職務,しょくむ,직무,JLPT_1 JLPT,M%7$<MDK;D
諸君,しょくん,제군,JLPT_1 JLPT,w8&8<Oq8q1
助言,じょげん,충고,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,jgva&{5Yv}
徐行,じょこう,서행,JLPT_1 JLPT,1}h4@}[.}
所在,しょざい,소재,JLPT_1 JLPT,HYCS:(5sD5
所持,しょじ,소지,JLPT_1 JLPT,FFV#Fu]e{M
所属,しょぞく,소속,JLPT_1 JLPT,kcA;O>C=q2
処置,しょち,처치,JLPT_1 JLPT,oElimwftu&
しょっちゅう,しょっちゅう,"수시로, 늘",JLPT_1 JLPT,qt.$TI&_S;
所定,しょてい,소정,JLPT_1 JLPT,lE2*Emk;Hc
所得,しょとく,소득,JLPT_1 JLPT,x{~.Tp:rb[
処罰,しょばつ,처벌,JLPT_1 JLPT,"gNz:>*,MG$"
初版,しょはん,초판,JLPT_1 JLPT,fiRSr!;Y&A
書評,しょひょう,서평,JLPT_1 JLPT,x:`od~M8;V
処分,しょぶん,처분,JLPT_1 JLPT,ob921zNQ/x
庶民,しょみん,서민,JLPT_1 JLPT,m?>)`ISejw
庶務,しょむ,"서무, 일반 사무",JLPT_1 JLPT,ibnBaKrH9N
所有,しょゆう,소유,JLPT_1 JLPT,M/&X&72l%L
調べ,しらべ,"조사, 검사",JLPT_1 JLPT,K1M}#OQ[$e
自立,じりつ,자립,JLPT_1 JLPT,AxK*wI27?U
記す,しるす,적다,JLPT_1 JLPT,IY#:UXg$YC
指令,しれい,지령,JLPT_1 JLPT,f3?Z1%=TF7
～心,～しん,심,JLPT_1 JLPT,jQ&{mv~mg}
陣,じん,진,JLPT_1 JLPT,P;NE${7wn9
進化,しんか,진화,JLPT_1 JLPT,N0sG+rp=}d
人格,じんかく,인격,JLPT_1 JLPT,bv:L&X%{w_
審議,しんぎ,심의,JLPT_1 JLPT,ljmGvuxGK[
新婚,しんこん,신혼,JLPT_1 JLPT,kXZM5E]M1a
審査,しんさ,심사,JLPT_1 JLPT,Aov$8-^cUL
人材,じんざい,재목,JLPT_1 JLPT,C?4X*:ZTpD
紳士,しんし,신사,JLPT_1 JLPT,x9OmT9u38P
真実,しんじつ,진실,JLPT_1 JLPT,oVA.}`H~AT
信者,しんじゃ,"교인, 신자",JLPT_1 JLPT,xS[kK:ZdWC
真珠,しんじゅ,진주,JLPT_1 JLPT,AK4RS}QdNe
進出,しんしゅつ,진출,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP
心情,しんじょう,심정,JLPT_1 JLPT,PHxCA~>U^}
新人,しんじん,신인,JLPT_1 JLPT,n<1jM&wYZ&
神聖,しんせい,신성,JLPT_1 JLPT,N+v0O:SZ6<
親善,しんぜん,친선,JLPT_1 JLPT,e$!ZsAnYeT
真相,しんそう,진상,JLPT_1 JLPT,"IQ@9>LJ,&M"
迅速,じんそく,급속,JLPT_1 JLPT,g^-!|Cie-4
人体,じんたい,인체,JLPT_1 JLPT,wqIT;%IHe9
新築,しんちく,신축,JLPT_1 JLPT,Ozg8V>5l.l
心中,しんじゅう,동반 자살,JLPT_1 JLPT,H1pTQNX=9t
進呈,しんてい,증정,JLPT_1 JLPT,CZ`K3:aqAR
進展,しんてん,진전,JLPT_1 JLPT,b(>k}9=qxl
神殿,しんでん,신전,JLPT_1 JLPT,y(skY$ucA+
進度,しんど,진도,JLPT_1 JLPT,yu/)M8)V(L
振動,しんどう,진동,JLPT_1 JLPT,sad?lNEJ3g
新入生,しんにゅうせい,신입생,JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj
信任,しんにん,신임,JLPT_1 JLPT,"hWLnw4y,]t"
神秘,しんぴ,신비,JLPT_1 JLPT,"N,Y7P[tIGQ"
辛抱,しんぼう,"인내, 참음",JLPT_1 JLPT,uU~=4Y)qMA
人民,じんみん,"인민, 국민; 민중(국가의 기반을 이루는 정치적 주체)",JLPT_1 JLPT,nAw=2?(bZX
侵略,しんりゃく,침략,JLPT_1 JLPT,hsxv1184OS
診療,しんりょう,진료,JLPT_1 JLPT,x1%iVb>rlb
粋,すい,"정수, 요점",JLPT_1 JLPT,zsq|f`1Yv
水源,すいげん,수원,JLPT_1 JLPT,n/^g6e7/@{
推進,すいしん,추진,JLPT_1 JLPT,"J08-VaUM,s"
吹奏,すいそう,관악기 연주,JLPT_1 JLPT,m]6xm=<uJ6
推測,すいそく,추측,JLPT_1 JLPT,zvP)r1F]3S
水田,すいでん,논; 일본인의 성의 하나,JLPT_1 JLPT,v5ySQN]{G>
推理,すいり,추리,JLPT_1 JLPT,jer`Bu/O84
数詞,すうし,수사,JLPT_1 JLPT,p</Ez{aJ5+
崇拝,すうはい,숭배,JLPT_1 JLPT,Hw_TI!gx2(
据え付ける,すえつける,붙박다,JLPT_1 JLPT,BP/>6=lZh5
据える,すえる,두다,JLPT_1 JLPT,t!g&pW29AZ
すがすがしい,すがすがしい,"신선한, 상쾌한",JLPT_1 JLPT,rK/?@VVUlf
救い,すくい,구출,JLPT_1 JLPT,qsOm7CX`b8
すくう (みずを～),すくう (みずを～),퍼내다,JLPT_1 JLPT,iDqa!wq<Tq
健やか,すこやか,"활기찬, 건강한, 건전한",JLPT_1 JLPT,"hH9J*t,rc_"
濯ぐ,すすぐ,"가시다, 부시다",JLPT_1 JLPT,E0ffUY?7qt
進み,すすみ,"진척, 진행",JLPT_1 JLPT,p1:(iOmlNJ
裾,すそ,자락,JLPT_1 JLPT,xF_(AQj}lF
スタジオ,スタジオ,스튜디오,JLPT_1 JLPT,ic%[^BEKt/
スチーム,スチーム,스팀,JLPT_1 JLPT,nXB;]AdyMC
