expression,reading,meaning,tags,guid
いかが,いかが,"상대의 기분·의견 등을 묻는 말, 어떻게",JLPT JLPT_5 JLPT_N5,r5L~xW!JP9
行く,いく; ゆく,가다,JLPT JLPT_5 JLPT_N5,kJnXhXxW0)
いくつ,いくつ,몇,JLPT JLPT_3 JLPT_5 JLPT_N5,mxf9)ZwbLi
いくら,いくら,백날,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,G7]VF2LkZL
池,いけ,연못,JLPT JLPT_5 JLPT_N5,"u8]?l[G,7&"
医者,いしゃ,의사,Genki Genki_Ln.1 Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,"f&|8.,xzY9"
椅子,いす,의자,JLPT JLPT_3 JLPT_5 JLPT_N5,Nxw^e{dZp(
忙しい,いそがしい,바쁘다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,pTORshR]m|
痛い,いたい,아리다,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,O@@jk^&oQ8
一,いち,하나,JLPT JLPT_3 JLPT_5 JLPT_N5,C57gy_Lcmo
一日,いちにち,하루,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,Q/Fb^F]yhk
一番,いちばん,가장,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,y&ds7j((mb
いつ,いつ,언제,Genki Genki_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,oGX1~x%YQo
五日,いつか,닷새,Genki Genki_Ln.13 JLPT JLPT_3 JLPT_5 JLPT_N5,iii]i;bYjg
一緒,いっしょ,함께,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,D>uK5dFJy^
五つ,いつつ,다섯,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,Q!*H:Q_rHO
いつも,いつも,"항상, 항시",Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,BM|Xrf53.p
犬,いぬ,개,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,"ktH(<>,fX+"
今,いま,지금,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,N{Ld-iFO]H
意味,いみ,의미,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,xQ(-U#d9Tp
妹,いもうと,여동생,Genki Genki_Ln.1 Genki_Ln.7 JLPT JLPT_5 JLPT_N5,BL_XI^txw+
嫌,いや,질색,JLPT JLPT_3 JLPT_5 JLPT_N5,pj6@51cCNZ
入口,いりぐち,들머리,JLPT JLPT_5 JLPT_N5,"E5~,8$6,oj"
居る,いる,"있다, 존재하다",JLPT JLPT_5 JLPT_N5,wfzvV]4NOO
要る,いる,필요하다,JLPT JLPT_5 JLPT_N5,j|TF$iBC;9
入れる,いれる,집어넣다,JLPT JLPT_5 JLPT_N5,swmy/(v]Eb
色,いろ,색깔,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,"Epa;v6=%P,"
色々,いろいろ,다양한,JLPT JLPT_5 JLPT_N5,jV7cB[WgxE
上,うえ,위,JLPT JLPT_2 JLPT_5 JLPT_N5,"j3j@,T!uH>"
後ろ,うしろ,"뒷면, 뒷부분",JLPT JLPT_3 JLPT_5 JLPT_N5,s:DnwS1iNM
薄い,うすい,"묽다, 얇다",JLPT JLPT_3 JLPT_5 JLPT_N5,pRrb<$bzH|
歌,うた,노래,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,JJN9**Hn8A
歌う,うたう,노래하다,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,AN4yH;7MHR
うち,うち,(간사이 방언에서) 여성이나 어린 아이가 스스로를 가리키는 1인칭 대명사 단·복수; 집,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,u5l2?%hKEd
生まれる,うまれる,태어나다,JLPT JLPT_3 JLPT_5 JLPT_N5,i{d6CiQ#iK
海,うみ,바다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,Cla&e~|Y6P
売る,うる,팔다,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,nqk=gYOr|$
うるさい,うるさい,시끄럽다,Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,fsH/V)BWD4
上着,うわぎ,"웃통, 윗도리",JLPT JLPT_5 JLPT_N5,nv?u]<OhhN
絵,え,그림,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,E6H3mWmPF1
映画,えいが,영화,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,Q842_8x`<%
映画館,えいがかん,영화관,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,tKa%gU>tYk
英語,えいご,영어,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,l~kTfp|Na~
ええ,ええ,응,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,K4f;DsCIdC
駅,えき,역,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,EP[wTa2Y![
エレベーター,エレベーター,엘리베이터,JLPT JLPT_2 JLPT_5 JLPT_N5,GomZ-xrho6
～円,～えん,엔,JLPT JLPT_5 JLPT_N5,"rY,[_6)@&p"
鉛筆,えんぴつ,연필,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,ArKUTnLoi2
お～,お～,존경·공손을 나타내는 접두어,JLPT JLPT_5 JLPT_N5,Q1z/@I6[X=
美味しい,おいしい,맛있다,JLPT JLPT_5 JLPT_N5,f%Oz)hC{aH
多い,おおい,많다,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,CS_ZJ+i5[)
大きい,おおきい,크다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,N*s[nF-<Om
大きな,おおきな,큰,JLPT JLPT_5 JLPT_N5,"C@,$F5(H&S"
大勢,おおぜい,많은 사람,JLPT JLPT_5 JLPT_N5,d_f[=H{F{<
お母さん,おかあさん,어머니,Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_5 JLPT_N5,JmU7?0Aw7)
お菓子,おかし,과자,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,iY2$$8!fW<
お金,おかね,돈,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,uh%`nh}D?M
起きる,おきる,일어나다,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,i~#f<a525w
置く,おく,두다,Genki Genki_Ln.21 JLPT JLPT_3 JLPT_5 JLPT_N5,"KTJ,/<Sfw7"
奥さん,おくさん,"사모님, 안주인",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,raj<Z6u7R]
お酒,おさけ,술,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,BPnYG]G`g3
お皿,おさら,"접시, 그릇",JLPT JLPT_5 JLPT_N5,"lNBs!SV,D!"
伯父; 叔父さん,おじさん,"삼촌, 아저씨",JLPT JLPT_5 JLPT_N5,s$4&3o9W|{
おじいさん,おじいさん,할아버지,Genki Genki_Ln.13 JLPT JLPT_3 JLPT_5 JLPT_N5,OnBGSorIYO
教える,おしえる,가르치다,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,&(rx8HabP
押す,おす,누르다,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,O7S.k1^4+9
遅い,おそい,늦다,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,e`TVG4aTiS
お茶,おちゃ,차,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,"o|6tDcd,cL"
お手洗い,おてあらい,화장실,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_5 JLPT_N5,jX+//z~!X8
お父さん,おとうさん,아빠,Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Kh?V(6)C|2
弟,おとうと,남동생,Genki Genki_Ln.1 Genki_Ln.7 JLPT JLPT_5 JLPT_N5,"ht,o]F,GkV"
男,おとこ,남자,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,QC9-<k]D|G
男の子,おとこのこ,"사내아이, 사내애",Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,mDCUq=3c&Y
一昨日,おととい,그저께,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,n^WNNS^t5D
おととし,おととし,재작년,JLPT JLPT_5 JLPT_N5,"i$lVvl^Y,~"
大人,おとな,"대인, 어른",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,F~j9Wag0^x
お腹,おなか,속,JLPT JLPT_3 JLPT_5 JLPT_N5,GVf+XC=Lx4
同じ,おなじ,"한가지, 마찬가지",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,FT1U+`d~$u
お兄さん,おにいさん,오라버니,Genki Genki_Ln.1 Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,c-e]c9shpL
お姉さん,おねえさん,언니,Genki Genki_Ln.1 Genki_Ln.7 JLPT JLPT_5 JLPT_N5,"Q,2s6~F,9F"
伯母さん; 叔母さん,おばさん,"이모·고모·숙모, 아주머니",JLPT JLPT_5 JLPT_N5,fk]_fvvw.h
おばあさん,おばあさん,할머니,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,K7L64Zdx7D
お風呂,おふろ,욕실,JLPT_N5,btJ^oH!>Ob
お弁当,おべんとう,도시락,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,ou=Mxez95b
覚える,おぼえる,기억하다,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,k*NiP6Je8n
おまわりさん,おまわりさん,경찰 아저씨,JLPT JLPT_5 JLPT_N5,kI/erxg?st
重い,おもい,"크다, 무겁다",Genki Genki_Ln.20 JLPT JLPT_3 JLPT_5 JLPT_N5,n(}tZ@Uv29
面白い,おもしろい,재미있다,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"J&$%9x,#?>"
泳ぐ,およぐ,수영하다,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,bxmTHH/R3s
降りる,おりる,내리다,JLPT JLPT_3 JLPT_5 JLPT_N5,hM4FhZWg_/
終る,おわる,끝나다,JLPT JLPT_5 JLPT_N5,D_J6!H@vf*
音楽,おんがく,음악,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,fcOO[?V993
女,おんな,여,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,d3!7^Z7+&i
女の子,おんなのこ,"계집아이, 계집애",Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,n^ma[3kYmi
～回,～かい,차례,JLPT JLPT_1 JLPT_5 JLPT_N5,dwW`SX||PF
～階,～かい,층,JLPT JLPT_4 JLPT_5 JLPT_N5,x]4mRhDP?0
外国,がいこく,"해외, 외국",Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,K:<1s^}$O$
外国人,がいこくじん,외국인,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,mxObbkK7.-
会社,かいしゃ,회사,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,owc{ezB4?4
階段,かいだん,"층층다리, 층층대",JLPT JLPT_5 JLPT_N5,"ui<=#{,<U^"
買い物,かいもの,쇼핑,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,uV:`-T%Eq~
買う,かう,"팔다, 팔아먹다",JLPT JLPT_3 JLPT_5 JLPT_N5,Q.3jlQZyvW
返す,かえす,답례하다,JLPT JLPT_3 JLPT_5 JLPT_N5,b+[+YOY+dv
帰る,かえる,"돌아가다, 되돌아가다",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,HBCAN.he?j
顔,かお,"낯, 낯짝",Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,MGLL{4`mK@
かかる,かかる,관계되다; 걸리다,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,yajlZ<1W@=
鍵,かぎ,열쇠,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,CBifo1C?=d
書く,かく,쓰다,JLPT JLPT_3 JLPT_5 JLPT_N5,ytOa}oy+zO
学生,がくせい,학생,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"JC,(K4dD=="
～か月,～かげつ,~개월,JLPT JLPT_5 JLPT_N5,p^^qFJHF)[
掛ける,かける,걸다,JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,J@I.fZoEvE
かける,かける,"걸다, 내기하다",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,j[@hZ&;%2u
傘,かさ,우산,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,p_LV=Cf?pc
貸す,かす,빌려주다,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,yag&XA]F86
風,かぜ,"바람, 바람결",Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,wPz(SGuAqF
風邪,かぜ,감기,Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,"G#zadB[Bd,"
方,かた,분,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,GtdTiap.Os
家族,かぞく,가족,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,jwBW:Yf?[N
片仮名,かたかな,가타카나,JLPT JLPT_5 JLPT_N5,y%B]18.T{|
～月,～がつ,월,JLPT JLPT_5 JLPT_N5,x[qBqm:mer
学校,がっこう,학교,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,jMUlk]n4bL
カップ,カップ,컵,JLPT JLPT_1 JLPT_5 JLPT_N5,N>J.3DDIIf
家庭,かてい,가정,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,K=/LkA^bE5
角,かど,"코너, 각",Genki Genki_Ln.20 JLPT JLPT_5 JLPT_N5,NblB:vgsi`
かばん,かばん,가방,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,M4T~@ehWYB
花瓶,かびん,꽃병,JLPT JLPT_5 JLPT_N5,m<:4xC~U|%
かぶる,かぶる,덮어쓰다,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,"v~,/++9.ks"
紙,かみ,종이,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,BZj5w]P?W@
カメラ,カメラ,카메라,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,m@gkXGnk1!
火曜日,かようび,화요일,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,rx9;D%FE+1
辛い,からい,맵다,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,EjaGe<]5<&
体,からだ,"몸, 몸뚱이",Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,x=d[R_7msH
借りる,かりる,빌리다,JLPT JLPT_5 JLPT_N5,EV_.CiOUqY
～がる,～がる,하다,JLPT JLPT_5 JLPT_N5,e--3P:#0au
軽い,かるい,"가볍다, 경미하다",JLPT JLPT_5 JLPT_N5,"Q?,F=N/]i*"
カレー,カレー,카레,Genki Genki_Ln.13 JLPT JLPT_1 JLPT_5 JLPT_N5,l)iLA}_6t!
カレンダー,カレンダー,달력,JLPT JLPT_5 JLPT_N5,"H,vNs@Ml~$"
川; 河,かわ,강,JLPT JLPT_3 JLPT_5 JLPT_N5,QzV_(D2VAO
～側,～がわ,쪽,JLPT_N5,ks2wGx4U0-
可愛い,かわいい,귀엽다,JLPT JLPT_5 JLPT_N5,"cM$xbG,Do&"
漢字,かんじ,한자,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"yx;[,(ZC<M"
木,き,나무,Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,"Pt,~h2%O9J"
黄色,きいろ,노란색,JLPT JLPT_5 JLPT_N5,c$:@4*e3c*
黄色い,きいろい,노랗다,JLPT JLPT_5 JLPT_N5,yw~rIwG)7I
消える,きえる,없어지다,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,Hl(tY84I}b
聞く,きく,"듣다, 묻다",JLPT JLPT_3 JLPT_5 JLPT_N5,CbCe+?lSS(
北,きた,북쪽,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,c_4*(T~qY|
ギター,ギター,기타,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,gl.RMMgxvn
汚い,きたない,"추잡스럽다, 추잡하다",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,gA&c1.)X%=
喫茶店,きっさてん,다방,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,b3?(}lhy[4
切手,きって,우표,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,GZ2eU+7^)f
切符,きっぷ,"표, 딱지",Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,i@ntG+Gt0l
昨日,きのう,어제,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"mMKJxv#,<s"
九,きゅう,구,JLPT JLPT_3 JLPT_5 JLPT_N5,PCz+i!/c^t
牛肉,ぎゅうにく,소고기,JLPT JLPT_5 JLPT_N5,"HN>QIS,sa)"
牛乳,ぎゅうにゅう,우유,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,fkn+n(t~hl
今日,きょう,오늘,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,bCP{!%CS>.
教室,きょうしつ,교실,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,jd>*%:rgPV
兄弟,きょうだい,형제,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,tg~Kr0A/Mn
去年,きょねん,작년,Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,zrXmT>AI2s
嫌い,きらい,"싫음, 싫어함",JLPT JLPT_5 JLPT_N5,"qw1}y,Um4C"
切る,きる,끊다,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,A;e]B2v]77
着る,きる,입다,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,g$-Eqb.V#N
綺麗,きれい,"예쁜, 깨끗한, 단정한",JLPT JLPT_5 JLPT_N5,y:f/R>36c4
キロ; キログラム,キロ; キログラム,(약어) 킬로그램,JLPT JLPT_3 JLPT_5 JLPT_N5,"v,MI,fa=Pd"
キロ; キロメートル,キロ; キロメートル,(약어) 킬로미터,JLPT JLPT_3 JLPT_5 JLPT_N5,I+%u|o<M9)
銀行,ぎんこう,은행,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,dJzM6E^Crr
金曜日,きんようび,금요일,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,H)-<3>G;wq
九,く,"아홉, 구(9)",JLPT JLPT_3 JLPT_5 JLPT_N5,J.@??p5!Es
薬,くすり,약,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,e<qA>@afcN
下さい,ください,~해 주세요,JLPT JLPT_5 JLPT_N5,wZXS53y~A
果物,くだもの,실과,Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,"ff8}}%,}l0"
口,くち,"말문, 아가리",Intermediate_Japanese Intermediate_Japanese_Ln.11 Intermediate_Japanese_Ln.8 JLPT JLPT_5 JLPT_N5,ODcS@5Ag5;
靴,くつ,구두,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,n}XPqtAFrb
靴下,くつした,양말,Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,"m{wv6,~qH4"
国,くに,고향,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,qu43})1T{b
曇り,くもり,"흐림, 흐린 날씨",Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"J%t?_,0ZZ)"
曇る,くもる,흐려지다,JLPT JLPT_5 JLPT_N5,h68<#-5u4*
暗い,くらい,어둡다,JLPT JLPT_3 JLPT_5 JLPT_N5,l[W6inIL/c
～くらい; ぐらい,～くらい; ぐらい,"~정도, ~쯤",JLPT JLPT_5 JLPT_N5,i|aE4l1U6h
クラス,クラス,학급,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,I|[#&/BoM*
グラム,グラム,그램,JLPT JLPT_5 JLPT_N5,wf@~Kdx9Mo
来る,くる,오다,JLPT JLPT_5 JLPT_N5,t8%I(!NKuq
車,くるま,차,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,Dp50G3U@L=
黒,くろ,"흑, 검정",JLPT JLPT_5 JLPT_N5,eM3bqzySWE
黒い,くろい,검다,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,y`TB7E}KvC
警官,けいかん,경찰관,JLPT JLPT_5 JLPT_N5,r|k<lg[-^X
今朝,けさ,오늘아침,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ojh!YT%>_O
消す,けす,끄다,JLPT JLPT_5 JLPT_N5,kyBQ8>]kOz
結構,けっこう,썩,JLPT JLPT_3 JLPT_5 JLPT_N5,OhYc[d+;sX
結婚,けっこん (する),결혼,JLPT JLPT_5 JLPT_N5,yoFb9mQ>xx
月曜日,げつようび,월요일,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,py]#+qmS;#
玄関,げんかん,현관,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_4 JLPT_5 JLPT_N5,nzna3U1d%4
元気,げんき,"건강한, 기운, 기력",JLPT JLPT_5 JLPT_N5,C6oDoveAM%
～個,～こ,알,JLPT JLPT_2 JLPT_5 JLPT_N5,"L)v,!KJ|+1"
五,ご,다섯,JLPT JLPT_3 JLPT_5 JLPT_N5,CPX]&C<[AA
～語,～ご,-어,JLPT JLPT_5 JLPT_N5,OS-NJNma:q
公園,こうえん,공원,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"I!nU=ub,Sv"
交差点,こうさてん,교차점,JLPT JLPT_5 JLPT_N5,fB2Ek#M/vd
紅茶,こうちゃ,홍차,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,k->[;qN`>7
交番,こうばん,파출소,JLPT JLPT_5 JLPT_N5,Opg/[%q+N8
声,こえ,목소리,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,In/Jo>[]?<
コート,コート,코트,JLPT JLPT_5 JLPT_N5,"e4scbA,t~J"
コーヒー,コーヒー,커피,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,d<P1^SSa-:
ここ,ここ,여기,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,Lq)wtpkam*
午後,ごご,오후,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,C_ZC&#?>G!
九日,ここのか,아흐레,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,l7hYJ[~^44
九つ,ここのつ,아홉 개,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,DvF}1X8pH=
午前,ごぜん,오전,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,ue~BwANA9n
答える,こたえる,"대답하다, 답하다",JLPT JLPT_5 JLPT_N5,x<$h-)|1km
こちら,こちら,요쪽,Genki Genki_Ln.11 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A^:pzWeFGD
こっち,こっち,"요리요리, 요쪽",JLPT JLPT_4 JLPT_5 JLPT_N5,KZ(~KRGBCG
コップ,コップ,컵,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,fS_r5k@$Y6
今年,ことし,"금년, 올",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,F4V9w7@Age
言葉,ことば,말,Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,EWtR7eO/R4
子供,こども,아이,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,CU[{wZ(D{$
この,この,"본, 요",JLPT JLPT_3 JLPT_5 JLPT_N5,pPsd:zD9O?
御飯,ごはん,. 밥(정중한 말씨),Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,biiyLkNokP
コピーする,コピーする,복사하다,JLPT JLPT_3 JLPT_5 JLPT_N5,pIfdJ-gQ=x
困る,こまる,"어려움을 겪다, 시달리다",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,QJ1l#P3oS5
これ,これ,이것,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,CY7%/#&PC;
～ころ; ～ごろ,～ころ; ～ごろ,~쯤(시간),JLPT JLPT_5 JLPT_N5,ygFZGug3gm
今月,こんげつ,이달,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,m1R02~~j[
今週,こんしゅう,금주,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,DK9g?(!36`
こんな,こんな,이런,JLPT JLPT_5 JLPT_N5,DuEU98EMih
今晩,こんばん,오늘밤,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,F3};?W>+5Y
さあ,さあ,"글쎄, 글쎄다",JLPT JLPT_5 JLPT_N5,Ag`@=t><OI
～歳,～さい,살,JLPT JLPT_2 JLPT_5 JLPT_N5,yIt4LQzbb!
財布,さいふ,지갑,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xwbRMO4c<;
魚,さかな,고기,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,zzI@?Uq@Z[
先,さき,앞,JLPT JLPT_5 JLPT_N5,tGm0X7=@hF
咲く,さく,발하다,Genki Genki_Ln.18 JLPT JLPT_3 JLPT_5 JLPT_N5,F>Pt~gStbR
作文,さくぶん,작문,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,fOn$od$Eoc
差す,さす,쓰다,JLPT JLPT_3 JLPT_5 JLPT_N5,b|c|&{UKxH
