expression,reading,meaning,tags,guid
大工,だいく,목수,JLPT JLPT_2,HUM8bf&^L-
体系,たいけい,시스템,JLPT JLPT_2,I*QRaBQl@l
太鼓,たいこ,북,JLPT JLPT_2,wz3E+65(~&
対策,たいさく,대책,JLPT JLPT_2,GGGQEDkEUY
大して,たいして,그다지(부정과 함께),JLPT JLPT_2,"u,Waa>(/*g"
対照,たいしょう,대조,JLPT JLPT_2,n>fKKV=_7/
大小,だいしょう,대소,JLPT JLPT_2,nI5$isC-V|
体制,たいせい,체제,JLPT JLPT_2,Dn9.|Ri$s|
体積,たいせき,용적,JLPT JLPT_2,u*y*LZ`?*U
大層,たいそう,"몹시, 매우",JLPT JLPT_2,w>w}K&}qSs
体操,たいそう,체조,JLPT JLPT_2,"Av($>5,YT@"
大分,だいぶん,"상당히, 꽤",JLPT JLPT_2,BIv*|D!}u.
大木,たいぼく,대목. 거목. 아름드리 큰 나무,JLPT JLPT_2,ChcUad;Yr=
題名,だいめい,제목,JLPT JLPT_2,piMdjCN@h}
代名詞,だいめいし,대명사,JLPT JLPT_2,"l##{!5f,2T"
ダイヤグラム,ダイヤグラム,"다이어그램, 시간표",JLPT JLPT_2,iaafymmrCe
ダイヤモンド,ダイヤモンド,다이아몬드,JLPT JLPT_2,i=C9?(aW#r
ダイヤル,ダイヤル,다이얼,JLPT JLPT_2,utE>l/p-3-
対立,たいりつ,대립,JLPT JLPT_2,"Ncc,Acum~c"
田植え,たうえ,모심기,JLPT JLPT_2,OgO</<`l`b
絶えず,たえず,끊임없이,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,pW;2y7R<mV
楕円,だえん,타원,JLPT JLPT_2,P}wFC7s?&j
高める,たかめる,높이다,JLPT JLPT_2,hpSUACwJv[
耕す,たがやす,갈다,JLPT JLPT_2,"xA,3MUb6~T"
滝,たき,폭포,JLPT JLPT_2,"ohAHw^26T,"
蓄える,たくわえる,쌓다,JLPT JLPT_2,m.Z{vIv259
竹,たけ,대나무,JLPT JLPT_2,w4_>96h/eO
ただいま,ただいま,다녀왔습니다; 지금,JLPT JLPT_2,p|S.`7CI}c
但し,ただし,"다만, 단",JLPT JLPT_2,nIm>W;=6s~
畳む,たたむ,접다,JLPT JLPT_2,OvXN(wM:bA
立ち止まる,たちどまる,"멈추다, 정지하다, 가만히 서 있다",JLPT JLPT_2,B95OXSZO5r
たちまち,たちまち,"순식간에, 갑자기",JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,"f|EvU~_,t!"
建つ,たつ,서다,JLPT JLPT_2,"M!q;te,)Kq"
脱線,だっせん,탈선,JLPT JLPT_2,HD(zBG2%H)
妥当,だとう,"적절한, 알맞은",JLPT JLPT_2,JHO!PQp^-#
例える,たとえる,"부치다, 비기다",JLPT JLPT_2,b.^|xu(Lu=
頼もしい,たのもしい,"미덥다, 미쁘다",JLPT JLPT_2,d|t<2zx{AN
足袋,たび,일본식 버선,JLPT JLPT_2,i9JA;qWI*S
ダブル,ダブル,더블,JLPT_1 JLPT JLPT_2,n5sGaL[nrJ
ダム,ダム,댐,JLPT JLPT_2,lwjw.sbO3t
溜息,ためいき,한숨,JLPT JLPT_2,M{mrZXe(xA
ためらう,ためらう,서슴다,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,G;FUJQ+<&I
だらしない,だらしない,칠칠맞다,JLPT JLPT_2,y)zumMnB[a
足る,たる,"충분하다, 있다 충분한",JLPT JLPT_2,f=F6.jTK0j
短～,たん～,"단~, 짧은 ~",JLPT JLPT_2,zZ~;hL0?5C
段階,だんかい,단계,JLPT JLPT_2,jG]K@ghVXd
短期,たんき,단기일,JLPT JLPT_2,q<4V7>Q;K[
炭鉱,たんこう,탄광,JLPT JLPT_2,k;/>)mhS{3
短所,たんしょ,결점,JLPT JLPT_2,H{`G1#jtpf
たんす,たんす,농짝,JLPT JLPT_2,m~G#CLkml)
淡水,たんすい,담수,JLPT JLPT_2,qe4&W^T?1T
断水,だんすい,단수,JLPT JLPT_2,i;K5<cgucK
単数,たんすう,단수,JLPT JLPT_2,l])jQ./Ree
団地,だんち,단지,JLPT JLPT_2,gOlbcdBj<$
断定,だんてい,단정,JLPT JLPT_2,A$|V(|!0O8
短編,たんぺん,단편,JLPT JLPT_2,bU~DAA@V)_
田ぼ,たんぼ,논,JLPT JLPT_2,muOiSP8NL>
誓う,ちかう,"맹세하다, 서약하다",JLPT JLPT_2,MT!|3=)2Nd
地下水,ちかすい,지하수,JLPT JLPT_2,p4eK+EuKD%
近々,ちかぢか,"곧, 머지않아",JLPT JLPT_2,z!thddh444
近付ける,ちかづける,"가까이하다, 가까이 가져가다",JLPT JLPT_2,"tY,9|Y-dCA"
近寄る,ちかよる,다가오다,JLPT JLPT_2,PADniz;h7y
力強い,ちからづよい,힘차다,JLPT JLPT_2,esKt]N.[nn
ちぎる,ちぎる,"뜯다, 끊다, 따다",JLPT JLPT_2,n1$55xxJH)
地質,ちしつ,지질,JLPT JLPT_2,OY*f%Q>2A{
知人,ちじん,지인,JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,yhSeK?G|5o
地帯,ちたい,지대,JLPT JLPT_2,Cixjw@G7=!
縮む,ちぢむ,"오그라들다, 오므라들다, 우그러들다",JLPT JLPT_2,s+NV#|Vzsj
縮める,ちぢめる,"오므리다, 쪼그리다",JLPT JLPT_2,K2!izn(Ec%
縮れる,ちぢれる,굽슬굽슬하다,JLPT JLPT_2,hDb2M|vgvf
チップ,チップ,"칩, 팁",Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,I{J?rk;mEF
地点,ちてん,지점,JLPT JLPT_2,O67?;Qy2t6
地名,ちめい,지명,JLPT JLPT_2,H}VgzK^n++
茶色い,ちゃいろい,갈색,JLPT JLPT_2,cPhF;RkRM7
着々,ちゃくちゃく,척척,JLPT JLPT_2,o8gOx2+4-w
中間,ちゅうかん,중간,JLPT JLPT_2,db[p1gjS8r
中旬,ちゅうじゅん,중순,JLPT JLPT_2,w>eUJ_!p-%
抽象,ちゅうしょう,추상,JLPT JLPT_2,i(@XmP*tzX
中世,ちゅうせい,중세,JLPT JLPT_2,"Lq!,3&y/Oc"
中性,ちゅうせい,중성,JLPT JLPT_2,dr8B_U~r:p
中途,ちゅうと,"도중, 중도",JLPT JLPT_2,qq^xMh<42g
中年,ちゅうねん,중년,JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,hO*P@Du`th
チョーク,チョーク,분필,JLPT JLPT_2,bDt1557lyK
長～,ちょう～,장-,JLPT JLPT_2,neC33gMb3=
超過,ちょうか,초과,JLPT JLPT_2,H)x}P>JSY6
彫刻,ちょうこく,"조각, 조각품",JLPT JLPT_2,Mb[Y;T*X##
長所,ちょうしょ,강점,JLPT JLPT_2,r2Td3|X~d{
長女,ちょうじょ,맏딸,JLPT JLPT_2,"t>?7,8swc^"
調整,ちょうせい,조정,JLPT JLPT_2,QE[mY6z/-y
調節,ちょうせつ,조절,JLPT JLPT_2,P0aU16*RZa
長短,ちょうたん,장단,JLPT JLPT_2,qq$=?zj3/o
頂点,ちょうてん,정점,JLPT JLPT_2,O=qNj-<h$g
長男,ちょうなん,맏아들,JLPT JLPT_2,q&!C!n<?M%
長方形,ちょうほうけい,직사각형,JLPT JLPT_2,O?/Z!eS6c(
調味料,ちょうみりょう,조미료,JLPT JLPT_2,K^{6&5|*9!
直後,ちょくご,직후,JLPT JLPT_2,CruP!C)gep
直線,ちょくせん,직선,JLPT JLPT_2,i)fGfpmLw~
直前,ちょくぜん,직전,JLPT JLPT_2,"D>@!/){#.,"
直通,ちょくつう,직통,JLPT JLPT_2,A~{UUj]Qek
直流,ちょくりゅう,직류,JLPT JLPT_2,d)k}co{r3d
貯蔵,ちょぞう,저장,JLPT JLPT_2,EL+(Z/@n_h
直角,ちょっかく,직각,JLPT JLPT_2,v`=zo2c&R/
直径,ちょっけい,지름,JLPT JLPT_2,"z!K&J,E<-?"
散らかす,ちらかす,늘어놓다,JLPT JLPT_2,GEl!43e%n;
散らかる,ちらかる,"헝클리다, 헝클어지다",JLPT JLPT_2,K|3bz=nC90
塵紙,ちりがみ,화장지,JLPT JLPT_2,lS2l<%5|;:
追加,ついか,추가,JLPT JLPT_2,"tj?z]po,j$"
ついで,ついで,김,JLPT JLPT_2,JV}]H[sMyJ
つうか,つうか,통화(화폐),JLPT JLPT_2,oE[eO]8G9J
通勤,つうきん,통근,JLPT JLPT_2,e/9Ql]v_wl
通ずる,つうずる,통하다; 정통하다,JLPT JLPT_2,q$j6&`f[H8
通知,つうち,통고,JLPT JLPT_2,cJFk/B/(}}
通帳,つうちょう,통장,JLPT JLPT_2,A$T{G:y63&
通訳,つうやく,통역,JLPT JLPT_2,"C1Sq0$,;*i"
通用,つうよう,통용,JLPT JLPT_2,s?U_N>(p<4
通路,つうろ,통로,JLPT JLPT_2,tLtZ>BdE3q
突き当たり,つきあたり,막다른 곳,JLPT JLPT_2,"E.b]g.X8,Q"
突き当たる,つきあたる,부딪히다,JLPT JLPT_2,H/BcfsD4m>
月日,つきひ,세월,JLPT JLPT_2,syFp2{x6+`
次ぐ,つぐ,"뒤잇다, 버금가다",JLPT JLPT_2,KsUS[vX;(*
伝わる,つたわる,"가다, 옮다",JLPT JLPT_2,xB#-{Oy+Zn
突っ込む,つっこむ,"돌입하다, 찌르다",JLPT JLPT_2,mSeMf>i-8N
務める,つとめる,지내다,JLPT JLPT_2,L>!8An;z|w
努める,つとめる,힘쓰다,JLPT JLPT_2,Hiy-GVpUzU
綱,つな,밧줄,JLPT JLPT_2,Gw:F2@;*cm
繋がり,つながり,연계,JLPT JLPT_2,i]34S7eeuh
繋がる,つながる,묶이다,JLPT JLPT_2,AHrdgC)O9:
粒,つぶ,알갱이,JLPT JLPT_2,cj>Qx50pst
潰す,つぶす,"부서뜨리다, 부서트리다",JLPT JLPT_2,fw$wS&e^q
潰れる,つぶれる,도산하다,JLPT JLPT_2,KtRH@.KstT
つまずく,つまずく,걸리다,JLPT JLPT_2,HV>q|x:QCp
躓く,つまずく,"비틀어지다, 비틀리다",JLPT JLPT_2,c>Y]uM]FZ+
詰まる,つまる,미어터지다,JLPT JLPT_2,i9f3IyL;o8
積む,つむ,쌓다,JLPT JLPT_2,"j$?]*}X8^,"
爪,つめ,손톱,JLPT JLPT_2,s#1=yTp.2S
艶,つや,윤기,JLPT JLPT_2,Q)oxH2VDV_
強気,つよき,강세,JLPT JLPT_2,"P1FRp-!AG,"
釣り合う,つりあう,잘 맞다,JLPT JLPT_2,z[{YFjYjFo
吊る,つる,매달다,JLPT JLPT_2,eBriDa`?h[
吊す,つるす,매달다,JLPT JLPT_2,ux}URvOg@g
テーマ,テーマ,주제,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,"gk7:?,j`-7"
手洗い,てあらい,변소,JLPT JLPT_2,shNH8<_-bh
低～,てい～,저-,JLPT JLPT_2,qQ>QRC-XBo
定員,ていいん,정원,JLPT JLPT_2,hHnudL9f]D
定価,ていか,정가,JLPT JLPT_2,GWM}Nec!lL
低下,ていか,저하,JLPT JLPT_2,uCyhw5D=m+
定期券,ていきけん,정기권,JLPT JLPT_2,kM5$./::LV
定休日,ていきゅうび,정기 휴일,JLPT JLPT_2,GIBTjs]--C
停止,ていし,정지,JLPT JLPT_2,L@Y;}f5pt/
停車,ていしゃ,정차,JLPT JLPT_2,J9C>1^3Nnd
停電,ていでん,정전,JLPT JLPT_2,d8`tBKM9z5
出入り,でいり,입출금,JLPT JLPT_2,yl0fL{Q0pI
出入口,でいりぐち,출구 및 입구,JLPT JLPT_2,Eq1|~+1Qg4
出入り口,でいりぐち,출입구,JLPT JLPT_2,"w,8Y4;[3/l"
手入れ,ていれ,손질,JLPT JLPT_2,rnU2HoMJ`m
出来上がり,できあがり,"완성, 완성 상태",JLPT JLPT_2,"H,mU.Hzu4W"
出来上がる,できあがる,되다,JLPT JLPT_2,d/)Gw/?OUZ
的確,てきかく,"정확한, 정밀한",JLPT JLPT_2,QsPEZIzu?w
適確,てきかく,"정확한, 정밀한",JLPT JLPT_2,f.CM.L/$:o
手首,てくび,손목,JLPT JLPT_2,Jk-$`y`Ik4
凸凹,でこぼこ,"고르지 않음, 거칠음, 험준함",JLPT JLPT_2,NK{S%hniXJ
手頃,てごろ,"적당함, 알맞음",JLPT JLPT_2,fokm:d$4ID
手ごろ,てごろ,"적당함, 알맞음",JLPT JLPT_2,hDgPRveK4>
弟子,でし,도제,JLPT JLPT_2,xgs_S`YrNI
でたらめ,でたらめ,"엉터리, 되는대로",JLPT JLPT_2,o=WTZV3mV~
手帳,てちょう,수첩,JLPT JLPT_2,sa)S+5Yc~m
鉄橋,てっきょう,철교,JLPT JLPT_2,ptqUB=+GwY
手続き,てつづき,절차,JLPT JLPT_2,.%i6[1[$q
鉄砲,てっぽう,총,JLPT JLPT_2,jPGmB|kdN@
テニスコート,テニスコート,테니스장,JLPT JLPT_2,I<8~`/$9/~
手拭い,てぬぐい,수건,JLPT JLPT_2,qoag-^~LpA
手前,てまえ,"앞, 이쪽; 체면",JLPT JLPT_2,"sUtM,w6Uoy"
出迎え,でむかえ,마중,JLPT JLPT_2,ty8z)H=LPz
出迎える,でむかえる,마중하다,JLPT JLPT_2,tO[4D*FC$y
照らす,てらす,비추다,JLPT JLPT_2,NH<(nLZ8$8
照る,てる,"들이비치다, 비치다",JLPT JLPT_2,3op!&nH<3
展開,てんかい,전개,JLPT JLPT_2,civd_]-_la
伝記,でんき,전기,JLPT JLPT_2,gEdK7vzpv5
電球,でんきゅう,전구,JLPT JLPT_2,igr+WFj[j?
点数,てんすう,점수,JLPT JLPT_2,vc+IbB&=W`
伝染,でんせん,전염,JLPT JLPT_2,i$>Ffzmrg<
電池,でんち,약,Genki_Ln.15 JLPT_2 JLPT Genki,rtMf<[nw2h
電柱,でんちゅう,"전봇대, 전신주",JLPT JLPT_2,"gp>z=,YkpX"
点々,てんてん,여기저기; 점점이,JLPT JLPT_2,vIj65EZ[j(
転々,てんてん,"전전함, 이곳저곳 옮김",JLPT JLPT_2,z<l%&cmA@h
天皇,てんのう,천황,JLPT JLPT_2,BCTKLS7Bsq
電波,でんぱ,전파,JLPT JLPT_2,cg0Ez+Y@GU
テンポ,テンポ,템포,JLPT JLPT_2,Hi]gxBaRU^
電流,でんりゅう,전류,JLPT JLPT_2,w3QM-(pmFO
電力,でんりょく,전력,JLPT JLPT_2,BkP9bGxxa`
問い合わせ,といあわせ,문의,JLPT JLPT_2,h}t;%K/E(N
銅,どう,구리,JLPT JLPT_2,t]G?*GHI@U
同～,どう～,동,JLPT JLPT_2,"n,@c1nuA~O"
どういたしまして (かん),どういたしまして (かん),"천만에요, 괜찮습니다",JLPT JLPT_2,qsFKJD&|L2
統一,とういつ,통일,JLPT JLPT_2,Qgn:y`-!#|
同格,どうかく,동격,JLPT JLPT_2,MiJmwE9)Tk
峠,とうげ,"고개, 고개턱",JLPT JLPT_2,"N<{B4W~=,!"
統計,とうけい,통계,JLPT JLPT_2,vX}p`nL9tJ
動作,どうさ,움직임,JLPT JLPT_2,dT{x#l3poW
東西,とうざい,동서양,JLPT JLPT_2,j$kHEw}u=O
当日,とうじつ,당일,JLPT JLPT_2,DMRuSTW/kN
投書,とうしょ,투고,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,cIf~cB@d=B
登場,とうじょう,등장,JLPT JLPT_2,Ly]{kwvk<^
どうせ,どうせ,어차피,JLPT JLPT_2,qUZxLcShyb
灯台,とうだい,등대,JLPT JLPT_2,z?>!uGNDHa
盗難,とうなん,도난,JLPT JLPT_2,HhHB}s;s98
当番,とうばん,당번,JLPT JLPT_2,t5f^H;G`pb
等分,とうぶん,등분,JLPT JLPT_2,gvTvgz{bLa
透明,とうめい,투명,JLPT JLPT_2,P(@#|>UOt0
灯油,とうゆ,등유,JLPT JLPT_2,vZ4oHV;=:a
東洋,とうよう,동양,JLPT JLPT_2,NL2U4L5P.}
童話,どうわ,동화책,JLPT JLPT_2,D&Yh:&s%jk
通り掛かる,とおりかかる,우연히 지나가다,JLPT JLPT_2,"luDHt,5Sk,"
溶かす,とかす,녹이다,JLPT JLPT_2,l;^zOZ_oE|
尖る,とがる,뾰족하다,JLPT JLPT_2,"e{Pl+,CC6G"
どきどき,どきどき,"팔딱, 팔딱팔딱",JLPT JLPT_2,x-PSkMj&q>
特殊,とくしゅ,특수,JLPT JLPT_2,w^_lcgoHoI
特色,とくしょく,특색,JLPT JLPT_2,B-+4Us]g7J
特定,とくてい,특정,JLPT JLPT_2,t|TfJJg|sz
特売,とくばい,대할인,JLPT JLPT_2,p@T8CIs-/#
溶け込む,とけこむ,녹아들다,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,x]~8B=uZCs
溶ける,とける,녹다,JLPT JLPT_2,IB`$@F~Yl%
退ける,どける,치우다,JLPT JLPT_2,"l,uqdq*vL$"
床の間,とこのま,도코노마(일본식 방의 장식 공간),JLPT JLPT_2,DWuzigwd1O
所々,ところどころ,"곳곳, 군데군데",JLPT JLPT_2,JBl+zKfWO=
都心,としん,도심,JLPT JLPT_2,q@;X-KR+6x
戸棚,とだな,찬장,JLPT JLPT_2,fA;1NRcg;.
とっくに,とっくに,벌써,JLPT JLPT_2,"s1FB+z(/k,"
どっと,どっと,덜컥,JLPT JLPT_2,l_f3!1:=g.
整う,ととのう,서다,JLPT JLPT_2,qFP1)1i}(/
留まる,とどまる,머무르다,JLPT JLPT_2,"f],Vz_=*R]"
怒鳴る,どなる,지르다,JLPT JLPT_2,PA4d>_N*GM
殿,どの,"님, 귀하",JLPT JLPT_2,G)i@|4rCFu
飛び込む,とびこむ,뛰어들다,JLPT JLPT_2,m)8^_h=xfZ
留まる,とまる,"고정되다; 한 곳에 머물다, 머무르다",JLPT JLPT_2,lR~zbQY;%4
泊める,とめる,정박하다; 재우다,JLPT JLPT_2,md-bthpDki
ともかく,ともかく,"하여간, 여하간",JLPT JLPT_2,CwP{EP}I?z
捕える,とらえる,잡다,JLPT JLPT_2,"j}2L,caH~b"
取り入れる,とりいれる,"거둬들이다, 거두어들이다",JLPT JLPT_2,w2_26oic>]
取り消す,とりけす,취소하다,JLPT JLPT_2,c++rlW<4bj
取り出す,とりだす,꺼내다,JLPT JLPT_2,mbHbo^x=YD
採る,とる,채취하다; 채굴하다,JLPT JLPT_2,Kwcy6Nu#VV
捕る,とる,"잡다, (물고기) 잡다",JLPT JLPT_2,h-foFU)J+%
丼,どんぶり,밥그릇,JLPT JLPT_2,K/7)Qgev~b
内科,ないか,내과,JLPT JLPT_2,cL3Q<QI{Xi
内線,ないせん,내선,JLPT JLPT_2,vWixbAJ8L3
ナイロン,ナイロン,나일론,JLPT JLPT_2,"J#^zz>A,)}"
長～,なが～,긴 ~,JLPT JLPT_2,"!(,ztix|0"
仲直り,なかなおり,화해,JLPT JLPT_2,lg&xbaku[H
長引く,ながびく,길어지다,JLPT JLPT_2,KFJ:-OqPv)
中身,なかみ,내용,JLPT JLPT_2,hK@B?T%H[@
中指,なかゆび,"장지, 중지",JLPT JLPT_2,OVu}*4o9[-
仲良し,なかよし,"친한 친구, 절친",JLPT JLPT_2,bY}?0:RFF`
慰める,なぐさめる,위로하다,JLPT JLPT_2,OOn!)Q5mF^
殴る,なぐる,때리다,JLPT JLPT_2,IuJ-aZ~ucE
為す,なす,하다,JLPT JLPT_2,sRagOZ&+9+
謎謎,なぞなぞ,수수께끼,JLPT JLPT_2,kh;qXYZm$x
傾らか,なだらか,완만함,JLPT JLPT_2,N*gYt%kA/%
懐かしい,なつかしい,반갑다,JLPT JLPT_2,AgDX*Gpp{!
撫でる,なでる,쓰다듬다,JLPT JLPT_2,x?eU}#7q`n
斜め,ななめ,"비스듬함, 사선",JLPT JLPT_2,e/[lM~+tA8
なにしろ,なにしろ,아무튼,JLPT JLPT_2,p8WN.jfeNo
何しろ,なにしろ,아무튼,JLPT JLPT_2,uSbI~/yfu<
何々,なになに,"무엇무엇, 뭐라고?",JLPT JLPT_2,v!2OpO8|[
何分,なにぶん,아무래도; 몇분,JLPT JLPT_2,t3>sbe_K8<
生意気,なまいき,건방,JLPT JLPT_2,mw&FA%y!wL
生意気な,なまいきな,건방짐,JLPT JLPT_2,bvjMS7agaS
並木,なみき,가로수,JLPT JLPT_2,B&w5g2.BdM
倣う,ならう,"따라오다, 배우다",JLPT JLPT_2,bk+_vg]*X*
生る,なる,열리다,JLPT JLPT_2,L4foi?c6%U
南極,なんきょく,남극,JLPT JLPT_2,i(}x3JhEWk
なんとなく,なんとなく,"공연히, 괜스레",JLPT JLPT_2,NHiEMH@?%b
なんとも,なんとも,정말(뒤에는 부정을 나타내는 말이 옴),JLPT JLPT_2,d60cvEnM@g
何とも,なんとも,정말(뒤에는 부정을 나타내는 말이 옴),JLPT JLPT_2,mA+s2zFs]r
ナンバー,ナンバー,넘버,JLPT JLPT_2,w%6-K{mlSu
南米,なんべい,남미,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,IS$N[3lqN_
南北,なんぼく,남북,JLPT JLPT_2,v&@^W~@3Lc
匂う,におう,(좋은) 냄새가 나다,JLPT JLPT_2,HNXw9CMq7V
逃がす,にがす,놓치다,JLPT JLPT_2,ze5+}#f{P4
憎い,にくい,가증스럽다,JLPT JLPT_2,Qq0d(|J(G%
憎む,にくむ,미워하다,JLPT JLPT_2,vu`fYICMu{
憎らしい,にくらしい,"얄밉다, 밉살스럽다",JLPT JLPT_2,f/_kC?^S&d
にこにこ,にこにこ,"해죽해죽, 방글방글",JLPT JLPT_2,"n^be_-@ly,"
濁る,にごる,흐려지다,JLPT JLPT_2,Lky&[Q-5R2
虹,にじ,무지개,JLPT JLPT_2,GlQhx;DK8+
日時,にちじ,일시,JLPT JLPT_2,PH9R9B_JX5
日用品,にちようひん,생활필수품,JLPT JLPT_2,c&vov/+z8>
日課,にっか,일과,JLPT JLPT_2,c6js~O66Z[
日程,にってい,일정,JLPT JLPT_2,AHKP7#Wd&/
鈍い,にぶい,"둔하다, 무디다",JLPT JLPT_2,s~5sFu`bb@
入社,にゅうしゃ,입사,JLPT JLPT_2,w-`JY=1e/D
女房,にょうぼう,아내,JLPT JLPT_2,sU~=iRlvo]
睨む,にらむ,흘기다,JLPT JLPT_2,fHjyY#znW:
煮る,にる,익히다,JLPT JLPT_2,qMv(PS]:%I
俄,にわか,"갑작스러움, 임시",JLPT JLPT_2,t[:`;rL-va
縫う,ぬう,뜨다,JLPT JLPT_2,"Ng&<M,@BtR"
ねじ,ねじ,나사,JLPT JLPT_2,Re-*YljhSS
捩る,ねじる,비틀다,JLPT JLPT_2,D{g8=@A4<B
ネックレス,ネックレス,목걸이,JLPT JLPT_2,MuQQ$:&B5C
熱する,ねっする,달구다,JLPT JLPT_2,rJh1ly.2gv
寝間着,ねまき,잠옷,JLPT JLPT_2,lkd)EF+;p^
寝巻,ねまき,잠옷,JLPT JLPT_2,bI$hc3f6^A
狙い,ねらい,목표,JLPT JLPT_2,+@]APxhP:
狙う,ねらう,조준하다,JLPT JLPT_2,"u_Zq{@}_,2"
年度,ねんど,연도,JLPT JLPT_2,zOnWMA:uDf
農産物,のうさんぶつ,농산물,JLPT JLPT_2,"NI`BmF+,nH"
農村,のうそん,농촌,JLPT JLPT_2,x4+Tr<A;s]
濃度,のうど,농도,JLPT JLPT_2,P+%XFi<sCv
農薬,のうやく,농약,JLPT JLPT_2,l1C346K%hs
能率,のうりつ,능률,JLPT JLPT_2,Na^nQlXLin
のこぎり,のこぎり,톱,JLPT JLPT_2,Mi-TTuwz8!
残らず,のこらず,다,JLPT JLPT_2,C>>Dz3Vn+r
上り,のぼり,상행,JLPT JLPT_2,x3At`fIc#9
糊,のり,풀,JLPT JLPT_2,xb.2gr28hJ
乗換,のりかえ,"환승(예: 기차, 버스)",JLPT JLPT_2,mEuM{0XEgL
乗り換え,のりかえ,환승,JLPT JLPT_2,"C,/t73;.mS"
乗り越し,のりこし,내릴 역을 지나침,JLPT JLPT_2,msQgthowMg
鈍い,のろい,둔하다,JLPT JLPT_2,"x,FV2}Y%-X"
のろのろ,のろのろ,느릿느릿,JLPT JLPT_2,KUA4SG[)M:
呑気,のんき,천하태평,JLPT JLPT_2,t$DYuRW-VV
はい (かん),はい (かん),네,JLPT JLPT_2,AiQ1*c2HyJ
灰色,はいいろ,"회색, 잿빛, 회색빛",JLPT JLPT_2,ss^FM_Mq2^
俳句,はいく,하이쿠(일본 고유의 단시),JLPT JLPT_2,hwb=j~#GQg
売店,ばいてん,매점,JLPT JLPT_2,z@FJMhw{sZ
バイバイ,バイバイ,안녕,JLPT JLPT_2,o^SdrB~Ugj
売買,ばいばい,매매,JLPT JLPT_2,w9ww[Mi8PB
這う,はう,기어가다,JLPT JLPT_2,J$@-ykytmX
剥す,はがす,"뜯어내다, 벗겨내다, 찢어내다",JLPT JLPT_2,w1IgSLSCS%
剥がす,はがす,뜯어내다,JLPT JLPT_2,twr([xW-`[
ばからしい,ばからしい,"바보같다; 무의미하다, 시시하다",JLPT JLPT_2,"Ac.j@?6<t,"
秤,はかり,저울,JLPT JLPT_2,K:$(:hKZp/
吐き気,はきけ,욕지기,JLPT JLPT_2,kx+nKGh/`U
はきはき,はきはき,분명히,JLPT JLPT_2,JVjc#=Q+e1
掃く,はく,쓸다,JLPT JLPT_2,vSCJIFU380
歯車,はぐるま,톱니바퀴,JLPT JLPT_2,j7]b4f$098
バケツ,バケツ,통,JLPT JLPT_2,s9Y+YEtVRT
挟まる,はさまる,끼다,JLPT JLPT_2,e1(3K^._OQ
挟む,はさむ,"사이에 두다, 끼다",JLPT JLPT_2,l~cQobWV^N
梯子,はしご,사다리,JLPT JLPT_2,M(f1q$Y$t;
始めに,はじめに,"우선, 무엇보다 먼저",JLPT JLPT_2,"IrD7xzN,r4"
初めに,はじめに,"우선, 무엇보다 먼저",JLPT JLPT_2,d;;?&/B6za
はじめまして,はじめまして,처음 뵙겠습니다,JLPT JLPT_2,"M]0`I,lN9&"
斜,はす,비스듬함,JLPT JLPT_2,yZ/JT}.{x%
外れる,はずれる,벗어나다,JLPT JLPT_2,c*@~/j#){L
パターン,パターン,패턴,JLPT JLPT_2,yMee~-[vv4
肌着,はだぎ,속옷,JLPT JLPT_2,tm(~La~OiQ
果して,はたして,과연,JLPT JLPT_2,vU#n=PULcb
果たして,はたして,과연,JLPT JLPT_2,OPG]u@2UJd
鉢,はち,대접,JLPT JLPT_2,s9xu=`E7V:
発,はつ,-발,JLPT JLPT_2,d|z)aYBq<F
×,ばつ,"엑스표, 틀림 표시",JLPT JLPT_2,v(;vsH!5b/
発揮,はっき,발휘,JLPT JLPT_2,QaKs[tB)A-
バック,バック,수비수,JLPT JLPT_2,qbsm~Jf<LF
発想,はっそう,발상,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,I2:s]~J?s+
発電,はつでん,발전,JLPT JLPT_2,Q0`dq+3A0&
発売,はつばい,발매,JLPT JLPT_2,I[uv@sX4sM
派手,はで,요란,JLPT JLPT_2,GR6l(BMZ<s
話合い,はなしあい,"의논, 대화",JLPT JLPT_2,j6IK#HXQe7
話し合い,はなしあい,논의,JLPT JLPT_2,z&(3kffI&H
話し掛ける,はなしかける,"사람에게 말을 걸다, 말을 걸다",JLPT JLPT_2,E42/+JfB`_
話中,はなしちゅう,통화 중,JLPT JLPT_2,jx-7nhaG2(
甚だしい,はなはだしい,"지독스럽다, 지독하다",JLPT JLPT_2,omWb^)11J$
花火,はなび,불꽃놀이,JLPT JLPT_2,BVYu+ySjFN
